,links,usuario,fecha,retweet,texto,comentarios,retweets,likes,quotes,hora,cuenta,autor
59,https://twitter.com/CFKArgentina/status/1788000828046946773#m,Cristina Kirchner,2024-05-08,False,"alla por el 2009 en visperas del bicentenario decidimos inaugurar en la casa rosada el salon de las mujeres del bicentenario que fue desmantelado en el dia de la mujer. estamos en presencia de una fuerza politica que no tiene un problema con las feministas, sino con las mujeres.",2089,2848,10942,152, 12:19 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
60,https://twitter.com/CFKArgentina/status/1787974551130783921#m,Cristina Kirchner,2024-05-07,False,"en vivo en el aniversario del nacimiento de eva peron, inauguramos el salon de las mujeres del bicentenario del instituto patria. https://nitter.net/i/broadcasts/1ldxlprgxmqxm",1316,2049,8108,156, 10:35 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
61,https://twitter.com/CFKArgentina/status/1785610421304512651#m,Cristina Kirchner,2024-05-01,False,"hoy, en el dia de los trabajadores, quiero compartir el discurso de la diputada vanesa siley, en la sesion de ayer, cuando se trato el capitulo de reforma laboral y trabajo no registrado de la autodenominada ""ley de bases"" y reforma fiscal. son nueve minutos imperdibles donde la diputada siley, militante politica y dirigente sindical, analiza los resultados (o sea... evidencia empirica) de las teorias politicas aplicadas durante 40 anos de democracia y que, fracasadas una y otra vez, se vuelven a aplicar beneficiando solo a quienes evaden y se apropian de la rentabilidad laboral. su caracterizacion sobre que el verdadero problema es la economia no declarada, un acierto y su sentido del humor, al decir que milei es el zaffaroni del derecho penal tributario, una ocurrente metafora que seguramente no ofendera al destacado academico penalista, quien tambien tiene un gran sentido del humor.",2555,5768,18271,260, 10:01 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
62,https://twitter.com/CFKArgentina/status/1785084420996678016#m,Cristina Kirchner,2024-04-29,False,"esta manana me comunique con pepe ni bien conoci la notica sobre su enfermedad. converse con el y con lucia, para transmitirle mi carino y darle fuerzas. estoy segura que ese carino es un sentimiento compartido por el pueblo argentino. !fuerza pepe!",1153,3238,23177,153, 11:11 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
63,https://twitter.com/CFKArgentina/status/1784690069271364029#m,Cristina Kirchner,2024-04-28,False,"manana se va a tratar en la camara de diputados de la nacion la autodenominada ""ley de bases"", cuyo titulo iii sobre ""contratos y acuerdos transaccionales"" autoriza al poder ejecutivo, ""por razones de emergencia"", a rescindir o modificar los contratos de obra publica que hayan sido celebrados con anterioridad al 10 de diciembre del 2023, pero... ""quedan expresamente excluidos del regimen establecido en esta ley los contratos suscritos en virtud de los procesos de privatizacion autorizados por la ley ndeg23.696 y...(adivina que tambien)... aquellos contratos que se hayan suscripto en el marco de regimenes de promocion de actividades, programas de estimulo a las inversiones o a la produccion"". o sea... faculta al presidente a dejar sin efecto 2.308 obras publicas paralizadas en todo el pais, de las cuales 119 son universidades nacionales, pero le prohibe revisar los contratos dolarizados de generacion de energia renovable, termica e hidrica, causa principal del aumento astronomico en las tarifas electricas, como demostramos ayer en nuestra charla en quilmes. no es una buena decision atarle las manos al presidente en una cuestion tan delicada y que impacta tan negativamente en todas las actividades de la vida cotidiana: industriales, comerciales, clubes de barrio, universidades, y sobre todo en los bolsillos exhaustos de los argentinos. y ademas de no ser una buena decision resulta incoherente con la declaracion de emergencia en materia de energia establecida en el articulo primero de la referida ley. ?o la declaracion de emergencia solo va a ser para justificar el tarifazo?",5119,7394,23703,580, 9:04 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
64,https://twitter.com/CFKArgentina/status/1784665019285635230#m,Cristina Kirchner,2024-04-28,False,"gracias christian, acabo de leer tu mensaje tan amoroso. por favor, mandale un abrazo grande a tu viejo!",90,336,2792,11, 7:24 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
66,https://twitter.com/CFKArgentina/status/1784363930950795405#m,Cristina Kirchner,2024-04-27,False,"gracias quilmes y gracias mayra, por el recibimiento y el afecto. los quiero mucho",2412,2780,14243,168, 11:28 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
68,https://twitter.com/CFKArgentina/status/1784362038837289170#m,Cristina Kirchner,2024-04-27,False,"yo se que a la militancia le gusta la heroicidad, pero no: somos hombres y mujeres de carne y hueso con responsabilidades especiales que se hacen cargo de la historia y le hacen frente con coraje. y fundamentalmente, con ideas claras. tenemos que reclamarle a nuestros dirigentes, a nuestros representantes: organizacion, presencia, ideas, conviccion y coraje. porque las cosas sin coraje no se pueden hacer. hay que tener mucho coraje en esta argentina para cambiar las cosas.",315,1980,7109,61, 11:20 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
69,https://twitter.com/CFKArgentina/status/1784362029672808488#m,Cristina Kirchner,2024-04-27,False,"nadie esta desconociendo la legitimidad de origen del presidente, si hay algo que siempre he reconocido es la contundencia y lo inapelable que es el voto popular. pero la legitimidad de origen necesita legitimarse tambien en la gestion y en los resultados de la gestion. te puede haber votado el 60% de los argentinos, pero si cuando sos gobierno la gente se caga de hambre, pierde el trabajo, no puede llegar a fin de mes, ?de que sirve? nosotros sabiamos que no ibamos a tener legitimidad de origen porque teniamos el 22% de los votos, pero ibamos a construir legitimidad en la gestion defendiendo los intereses de la sociedad y haciendonos cargo de lo que habia que hacer. tan legitimado ese 22%, que nestor se fue con 70% de imagen positiva cuando finalizo la primera presidencia. cuando escuche congratularse sobre el superavit publico del primer trimestre y resulta que no pagaste cammesa, la energia, las obras publicas, lo que le debes a las provincias y las universidades... es como ustedes en su casa despues de no haber pagado la luz, el gas, el alquiler y las expensas digan ""tengo superavit"". no hermano. mira todo lo que debes. no tenes superavit. en el ano 2000 y 2001 tuvimos deficit cero y se cayo todo igual. en este pais, en los seis anos que hubo superavit fiscal gobernaba nestor kirchner y en el 2008, quien les habla.",3245,5279,25350,469, 11:20 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
70,https://twitter.com/CFKArgentina/status/1784311379022770182#m,Cristina Kirchner,2024-04-27,False,"en vivo desde quilmes, junto la intendenta mayra mendoza inauguramos el microestadio presidente nestor kirchner. https://nitter.net/i/broadcasts/1brjjpxdabpkw",2424,3371,13084,332, 7:59 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
72,https://twitter.com/CFKArgentina/status/1784298904948748638#m,Cristina Kirchner,2024-04-27,False,en camino hacia quilmes. !nos vemos en un ratito!,1702,2540,11706,270, 7:09 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
73,https://twitter.com/CFKArgentina/status/1783234089224445997#m,Cristina Kirchner,2024-04-24,False,"el lunes temprano, recibi una invitacion de la intendenta de quilmes, mayra mendoza, para la inauguracion del microestadio presidente nestor kirchner, que se llevara a cabo este proximo sabado a 21 anos de le eleccion presidencial del 27 de abril del 2003, en la que mi companero de vida salio segundo con el 22% de los votos. esa misma noche escuche al presidente javier milei por cadena nacional explayarse sobre el resultado de su gobierno al que califico de ""milagro economico"" y ""hazana de proporciones historicas a nivel mundial"", indicando que el mismo solo es posible por el esfuerzo de la ""mayoria de los argentinos que estan sufriendo"" pero que esta vez ese esfuerzo ""va a valer la pena"", para concluir que ""no hay alternativa mas que emprender el largo camino por el desierto hacia la tierra prometida"" del que, sin embargo, anuncio que ""ya hemos recorrido mas de la mitad del camino"". breve digresion: resulto conmovedor escucharlo decir ""no es magia"" hoy llame a mayra para decirle que este sabado voy a ir al acto, porque creo que es una buena oportunidad para reflexionar sobre este particular momento de la historia argentina, sobre este experimento del anarco-capitalismo y el sacrificio inutil al que esta siendo sometido el pueblo argentino.",4573,5060,27160,847, 8:38 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
74,https://twitter.com/CFKArgentina/status/1782711260074639773#m,Cristina Kirchner,2024-04-23,False,"nuestras fichas de la universidad nacional de la plata y nosotros dos en el verano del 75'-76', todavia estudiantes. ?quien podia imaginar que 27 anos despues ibamos a presidir una argentina en la cual creamos e inauguramos 16 nuevas universidades publicas logrando que, por primera vez, todas las provincias tengan una universidad publica? lo pudimos hacer cuando revertimos la relacion entre los recursos afectados a la educacion y al pago de la deuda externa. en el 2003: 3% del pbi para educacion y 5% para deuda externa. en el 2015, al cabo de los tres periodos de gobierno: 6,3% del pbi para educacion y 1,5% para deuda publica. no fue magia. educacion publica para la igualdad de oportunidades.",7240,14826,64831,1413, 10:01 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
75,https://twitter.com/CFKArgentina/status/1776697462092103981#m,Cristina Kirchner,2024-04-06,False,"los hechos de publico conocimiento sucedidos en la embajada mexicana en ecuador, constituyen una agresion sin precedentes en territorio americano que vulnera tanto el derecho internacional como la tradicion historica de la republica de mexico en materia de asilo politico. desde ese pais se construyo el concepto amplio del derecho de asilo, que no solo salvo la vida de argentinos y argentinas en los momentos mas oscuros de nuestra historia reciente, sino tambien la de muchos ciudadanos y ciudadanas del mundo. nuestra solidaridad con el pueblo de mexico y su presidente.",3693,10223,34969,351, 7:44 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
76,https://twitter.com/CFKArgentina/status/1775150468114632874#m,Cristina Kirchner,2024-04-02,False,"2 de abril. a los caidos y a los excombatientes, con respeto y honor. las malvinas son argentinas",2295,10763,50725,275, 1:17 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
77,https://twitter.com/CFKArgentina/status/1772020832384008656#m,Cristina Kirchner,2024-03-24,False,mas que nunca #nuncamas,3113,11097,53431,431, 10:01 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
78,https://twitter.com/CFKArgentina/status/1771839494766936567#m,Cristina Kirchner,2024-03-24,False,"un dia como hoy, hace 20 anos, acompane al presidente nestor kirchner al acto de recuperacion de lo que fuera el mayor centro clandestino de detencion de la dictadura civico-militar iniciada el 24 de marzo de 1976, la esma. tal vez, el lugar mas emblematico de la tragedia politica, economica y social que envolvio a todos los argentinos en aquellos anos y de la que, aun hoy, sufrimos las consecuencias. no fue la primera. en junio de 1955, durante el segundo gobierno del general peron, aviones de las fuerzas armadas argentinas, piloteados por argentinos, descargaron toneladas de bombas sobre otros argentinos y argentinas que circulaban en un dia normal de trabajo por la plaza de mayo y sus alrededores, provocando cientos de muertos y miles de heridos. no se recuerda en la historia universal ningun hecho de similar naturaleza. siempre me pregunte -todavia lo hago-, si el debido castigo de estos actos -como en cualquier pais ""de bien""-, hubiera permitido evitar la tragedia de la ultima dictadura militar. a pesar de que se que es absolutamente contrafactico, seria bueno que todos pudieramos reflexionar sin dogmatismos ni odios como es que llegamos hasta aca. para aquellos que todavia se niegan a reflexionar y que tanto admiran todo lo que viene de ""afuera"", en el mundo han saldado la discusion respecto de lo que paso en argentina durante la ultima dictadura civico-militar: el 19 de septiembre de 2023, el museo sitio de memoria esma - ex centro clandestino de detencion, tortura y exterminio de argentina fue incorporado a la lista de patrimonio de la humanidad de la organizacion de las naciones unidas para la educacion, la ciencia y la cultura (unesco). unesco, organismo perteneciente a naciones unidas, simbolo de integracion universal que tambien, alla por 1979, declaro patrimonio de la humanidad al campo de concentracion mas grande y emblematico del holocausto, que fue auschwitz.",4663,12025,49831,627, 10:00 AM UTC,CFKArgentina,Cristina Fernández de Kirchner
79,https://twitter.com/CFKArgentina/status/1766856784369655860#m,Cristina Kirchner,2024-03-10,False,"buen dia presidente. hoy por la manana pude leer el posteo que me dedico... !a las 0:30 de la madrugada! ?que hacia presidente a esa hora amenazando por redes? me hizo acordar a una cancion de los redondos: ""alien duce el pequeno gran maton de la internet"". calmese presidente, en ese lugar que usted hoy tiene el honor de ocupar, hay que tener templanza y sobre todo estar tranquilo y descansar en los horarios habituales que lo hace la gente. creame que es muy dura la tarea de gobernar la argentina. y lo que menos necesitamos hoy, es un presidente amenazando por internet.",16462,19052,98943,5635, 4:00 PM UTC,CFKArgentina,Cristina Fernández de Kirchner
